Title,Previous_Article,Level
Template:COVID-19_pandemic_data/Iran_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Iran_templates,4
Category:2020_coronavirus_pandemic_in_Iraq,Category:2019–20_coronavirus_pandemic_in_Asia,2
Timeline_of_the_COVID-19_pandemic_in_Iraq,Category:2020_coronavirus_pandemic_in_Iraq,3
Category:2020_coronavirus_pandemic_in_Iraq_templates,Category:2020_coronavirus_pandemic_in_Iraq,3
Template:COVID-19_pandemic_data/Iraq_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Iraq_templates,4
Category:2020_coronavirus_pandemic_in_Israel,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Israel,Category:2020_coronavirus_pandemic_in_Israel,3
Eliyahu_Bakshi-Doron,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Israel,4
Mark_Steiner,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Israel,4
Category:2020_coronavirus_pandemic_in_Israel_templates,Category:2020_coronavirus_pandemic_in_Israel,3
Template:COVID-19_pandemic_data/Israel_medical_cases,Category:2020_coronavirus_pandemic_in_Israel_templates,4
Template:COVID-19_pandemic_data/Israel_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Israel_templates,4
Category:2020_coronavirus_pandemic_in_Japan,Category:2019–20_coronavirus_pandemic_in_Asia,2
Amabie,Category:2020_coronavirus_pandemic_in_Japan,3
Concerns_and_controversies_at_the_2020_Summer_Olympics,Category:2020_coronavirus_pandemic_in_Japan,3
Diamond_Princess_(ship),Category:2020_coronavirus_pandemic_in_Japan,3
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Japan,Category:2020_coronavirus_pandemic_in_Japan,3
Kumiko_Okae,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Japan,4
Ken_Shimura,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Japan,4
Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,Category:2020_coronavirus_pandemic_in_Japan,3
2020_Summer_Olympics,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_AFC_Women's_Olympic_Qualifying_Tournament,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_Asia_&_Oceania_Boxing_Olympic_Qualification_Tournament,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_Asian_Water_Polo_Championship,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Australia_at_the_2020_Summer_Olympics,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Basketball_at_the_2020_Summer_Olympics_–_Men's_3x3_qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Basketball_at_the_2020_Summer_Olympics_–_Women's_3x3_qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Baseball_at_the_2020_Summer_Olympics_–_Qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Basketball_at_the_2020_Summer_Olympics_–_Women's_qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Beach_volleyball_at_the_2020_Summer_Olympics_–_Men's_qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Beach_volleyball_at_the_2020_Summer_Olympics_–_Women's_qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Canada_at_the_2020_Summer_Olympics,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_CONCACAF_Men's_Olympic_Qualifying_Championship,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_European_Boxing_Olympic_Qualification_Tournament,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Great_Britain_at_the_2020_Summer_Olympics,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_IHF_Women's_Olympic_Qualification_Tournaments,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_IHF_Men's_Olympic_Qualification_Tournaments,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Judo_at_the_2020_Summer_Olympics_–_Qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_FIBA_Men's_Olympic_Qualifying_Tournaments,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_FIBA_Men's_Olympic_Qualifying_Tournaments_–_Belgrade,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_FIBA_Men's_Olympic_Qualifying_Tournaments_–_Kaunas,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_FIBA_Men's_Olympic_Qualifying_Tournaments_–_Split,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_FIBA_Men's_Olympic_Qualifying_Tournaments_–_Victoria,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_FIBA_Women's_Olympic_Qualifying_Tournaments,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_FIBA_Women's_Olympic_Qualifying_Tournaments_–_Belgrade_2,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Rowing_at_the_2020_Summer_Olympics_–_Qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Sailing_at_the_2020_Summer_Olympics_–_Qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_Summer_Olympics_torch_relay,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_United_States_Olympic_Trials_(swimming),Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_United_States_Olympic_Trials_(track_and_field),Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Water_polo_at_the_2020_Summer_Olympics_–_Men's_qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Water_polo_at_the_2020_Summer_Olympics_–_Women's_qualification,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_Men's_Water_Polo_Olympic_Qualification_Tournament,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
2020_Women's_Water_Polo_Olympic_Qualification_Tournament,Category:Impact_of_the_2019–20_coronavirus_pandemic_on_the_2020_Summer_Olympics,4
Category:2020_coronavirus_pandemic_in_Japan_templates,Category:2020_coronavirus_pandemic_in_Japan,3
Template:COVID-19_pandemic_data/Japan_medical_cases,Category:2020_coronavirus_pandemic_in_Japan_templates,4
Template:COVID-19_pandemic_data/Japan_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Japan_templates,4
Category:2020_coronavirus_pandemic_in_Jordan,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Jordan_templates,Category:2020_coronavirus_pandemic_in_Jordan,3
Template:COVID-19_pandemic_data/Jordan_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Jordan_templates,4
Category:2020_coronavirus_pandemic_in_Kuwait,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Kuwait_templates,Category:2020_coronavirus_pandemic_in_Kuwait,3
Template:COVID-19_pandemic_data_in_Kuwait/Charts,Category:2020_coronavirus_pandemic_in_Kuwait_templates,4
Template:COVID-19_pandemic_data/Kuwait_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Kuwait_templates,4
Category:2020_coronavirus_pandemic_in_Kyrgyzstan,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Kyrgyzstan_templates,Category:2020_coronavirus_pandemic_in_Kyrgyzstan,3
Template:COVID-19_pandemic_data/Kyrgyzstan_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Kyrgyzstan_templates,4
Template:COVID-19_pandemic_data/Kyrgyzstan_medical_cases_chart/sandbox,Category:2020_coronavirus_pandemic_in_Kyrgyzstan_templates,4
Category:2020_coronavirus_pandemic_in_Laos,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Laos_templates,Category:2020_coronavirus_pandemic_in_Laos,3
Template:COVID-19_pandemic_data/Laos_medical_cases,Category:2020_coronavirus_pandemic_in_Laos_templates,4
Category:2020_coronavirus_pandemic_in_Lebanon,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Lebanon,Category:2020_coronavirus_pandemic_in_Lebanon,3
Bernardita_Catalla,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Lebanon,4
Category:2020_coronavirus_pandemic_in_Lebanon_templates,Category:2020_coronavirus_pandemic_in_Lebanon,3
Template:COVID-19_pandemic_data/Lebanon_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Lebanon_templates,4
Category:2020_coronavirus_pandemic_in_Malaysia,Category:2019–20_coronavirus_pandemic_in_Asia,2
2020_Malaysia_movement_control_order,Category:2020_coronavirus_pandemic_in_Malaysia,3
Malaysia_Agro_Exposition_Park_Serdang,Category:2020_coronavirus_pandemic_in_Malaysia,3
Category:2020_coronavirus_pandemic_in_Malaysia_by_state,Category:2020_coronavirus_pandemic_in_Malaysia,3
COVID-19_pandemic_in_Sabah,Category:2020_coronavirus_pandemic_in_Malaysia_by_state,4
COVID-19_pandemic_in_Sarawak,Category:2020_coronavirus_pandemic_in_Malaysia_by_state,4
Category:2020_coronavirus_pandemic_in_Malaysia_templates,Category:2020_coronavirus_pandemic_in_Malaysia,3
Template:COVID-19_pandemic_data/Malaysia_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Malaysia_templates,4
Category:2020_coronavirus_pandemic_in_Myanmar,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Myanmar_templates,Category:2020_coronavirus_pandemic_in_Myanmar,3
Template:COVID-19_pandemic_data/Myanmar_medical_cases,Category:2020_coronavirus_pandemic_in_Myanmar_templates,4
Template:COVID-19_pandemic_data/Myanmar_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Myanmar_templates,4
Template:COVID-19_pandemic_data/Myanmar_medical_cases_summary,Category:2020_coronavirus_pandemic_in_Myanmar_templates,4
Category:2020_coronavirus_pandemic_in_North_Korea,Category:2019–20_coronavirus_pandemic_in_Asia,2
Pyongyang_General_Hospital,Category:2020_coronavirus_pandemic_in_North_Korea,3
Category:2020_coronavirus_pandemic_in_Oman,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Oman_templates,Category:2020_coronavirus_pandemic_in_Oman,3
Template:COVID-19_pandemic_data/Oman_medical_cases,Category:2020_coronavirus_pandemic_in_Oman_templates,4
Template:COVID-19_pandemic_data/Oman_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Oman_templates,4
Category:2020_coronavirus_pandemic_in_Pakistan,Category:2019–20_coronavirus_pandemic_in_Asia,2
2020_Tablighi_Jamaat_coronavirus_hotspot_in_Pakistan,Category:2020_coronavirus_pandemic_in_Pakistan,3
2020_Pakistan_Super_League,Category:2020_coronavirus_pandemic_in_Pakistan,3
Timeline_of_the_COVID-19_pandemic_in_Pakistan,Category:2020_coronavirus_pandemic_in_Pakistan,3
Category:Deaths_from_the_COVID-19_pandemic_in_Pakistan,Category:2020_coronavirus_pandemic_in_Pakistan,3
Allah_Yar_Ansari,Category:Deaths_from_the_COVID-19_pandemic_in_Pakistan,4
Zafar_Rasheed_Bhatti,Category:Deaths_from_the_COVID-19_pandemic_in_Pakistan,4
Usama_Riaz,Category:Deaths_from_the_COVID-19_pandemic_in_Pakistan,4
Zafar_Sarfraz,Category:Deaths_from_the_COVID-19_pandemic_in_Pakistan,4
Category:2020_coronavirus_pandemic_in_Pakistan_templates,Category:2020_coronavirus_pandemic_in_Pakistan,3
Template:COVID-19_pandemic_data/Pakistan_medical_cases,Category:2020_coronavirus_pandemic_in_Pakistan_templates,4
Template:COVID-19_pandemic_data/Pakistan_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Pakistan_templates,4
Category:2020_coronavirus_pandemic_in_the_State_of_Palestine,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_the_State_of_Palestine_templates,Category:2020_coronavirus_pandemic_in_the_State_of_Palestine,3
Template:COVID-19_pandemic_data/Palestine_medical_cases_chart,Category:2020_coronavirus_pandemic_in_the_State_of_Palestine_templates,4
Category:2020_coronavirus_pandemic_in_the_Philippines,Category:2019–20_coronavirus_pandemic_in_Asia,2
Bayanihan_to_Heal_as_One_Act,Category:2020_coronavirus_pandemic_in_the_Philippines,3
2020_Philippine_community_quarantines,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Philippine_COVID-19_testing_controversy,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Iisang_Dagat,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Inter-Agency_Task_Force_on_Emerging_Infectious_Diseases,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Enhanced_community_quarantine_in_Luzon,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Timeline_of_the_COVID-19_pandemic_in_the_Philippines,Category:2020_coronavirus_pandemic_in_the_Philippines,3
We_Heal_As_One_Center,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,Category:2020_coronavirus_pandemic_in_the_Philippines,3
COVID-19_pandemic_in_Bangsamoro,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_the_Bicol_Region,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_Cagayan_Valley,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_Calabarzon,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_Central_Luzon,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_Central_Visayas,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_the_Cordillera_Administrative_Region,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_the_Davao_Region,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_Metro_Manila,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
COVID-19_pandemic_in_Western_Visayas,Category:2020_coronavirus_pandemic_in_the_Philippines_by_region,4
Category:2020_coronavirus_pandemic_in_the_Philippines_templates,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Template:COVID-19_pandemic_in_the_Philippines,Category:2020_coronavirus_pandemic_in_the_Philippines_templates,4
Template:COVID-19_pandemic_data/Philippines_coronavirus_quarantines,Category:2020_coronavirus_pandemic_in_the_Philippines_templates,4
Template:COVID-19_pandemic_data/Philippines_medical_cases,Category:2020_coronavirus_pandemic_in_the_Philippines_templates,4
Template:COVID-19_pandemic_data/Philippines_medical_cases_chart,Category:2020_coronavirus_pandemic_in_the_Philippines_templates,4
Template:COVID-19_pandemic_data/Philippines_medical_cases_summary,Category:2020_coronavirus_pandemic_in_the_Philippines_templates,4
Category:Deaths_from_the_2020_coronavirus_pandemic_in_the_Philippines,Category:2020_coronavirus_pandemic_in_the_Philippines,3
Heherson_Alvarez,Category:Deaths_from_the_2020_coronavirus_pandemic_in_the_Philippines,4
Aileen_Baviera,Category:Deaths_from_the_2020_coronavirus_pandemic_in_the_Philippines,4
Menggie_Cobarrubias,Category:Deaths_from_the_2020_coronavirus_pandemic_in_the_Philippines,4
Ito_Curata,Category:Deaths_from_the_2020_coronavirus_pandemic_in_the_Philippines,4
Category:2020_coronavirus_pandemic_in_Qatar,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Qatar_templates,Category:2020_coronavirus_pandemic_in_Qatar,3
Template:COVID-19_pandemic_data/Qatar_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Qatar_templates,4
Category:2020_coronavirus_pandemic_in_Saudi_Arabia,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Saudi_Arabia_templates,Category:2020_coronavirus_pandemic_in_Saudi_Arabia,3
Template:COVID-19_pandemic_data/Saudi_Arabia_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Saudi_Arabia_templates,4
Category:2020_coronavirus_pandemic_in_Singapore,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Singapore_templates,Category:2020_coronavirus_pandemic_in_Singapore,3
Template:COVID-19_pandemic_data/Singapore_daily_cases_chart,Category:2020_coronavirus_pandemic_in_Singapore_templates,4
Template:COVID-19_pandemic_data/Singapore_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Singapore_templates,4
Template:COVID-19_pandemic_data/Singapore_untraced_cases,Category:2020_coronavirus_pandemic_in_Singapore_templates,4
Category:2020_coronavirus_pandemic_in_South_Korea,Category:2019–20_coronavirus_pandemic_in_Asia,2
Dalgona_coffee,Category:2020_coronavirus_pandemic_in_South_Korea,3
Shincheonji_Church_of_Jesus,Category:2020_coronavirus_pandemic_in_South_Korea,3
Category:Deaths_from_the_2020_coronavirus_pandemic_in_South_Korea,Category:2020_coronavirus_pandemic_in_South_Korea,3
Lee_Cha-su,Category:Deaths_from_the_2020_coronavirus_pandemic_in_South_Korea,4
Category:2020_coronavirus_pandemic_in_South_Korea_templates,Category:2020_coronavirus_pandemic_in_South_Korea,3
Template:COVID-19_pandemic_data/South_Korea_medical_cases,Category:2020_coronavirus_pandemic_in_South_Korea_templates,4
Template:COVID-19_pandemic_data/South_Korea_medical_cases_chart,Category:2020_coronavirus_pandemic_in_South_Korea_templates,4
Template:COVID-19_pandemic_data/South_Korea_medical_cases_chart/sandbox2,Category:2020_coronavirus_pandemic_in_South_Korea_templates,4
Category:2020_coronavirus_pandemic_in_Sri_Lanka,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Sri_Lanka_templates,Category:2020_coronavirus_pandemic_in_Sri_Lanka,3
Template:COVID-19_pandemic_data/Sri_Lanka_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Sri_Lanka_templates,4
Category:2020_coronavirus_pandemic_in_Syria,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Syria_templates,Category:2020_coronavirus_pandemic_in_Syria,3
Template:COVID-19_pandemic_data/Syria_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Syria_templates,4
Category:2020_coronavirus_pandemic_in_Taiwan,Category:2019–20_coronavirus_pandemic_in_Asia,2
Central_Epidemic_Command_Center,Category:2020_coronavirus_pandemic_in_Taiwan,3
Shan-chwen_Chang,Category:2020_coronavirus_pandemic_in_Taiwan,3
Special_Act_for_Prevention|_Relief_and_Revitalization_Measures_for_Severe_Pneumonia_with_Novel_Pathogens,Category:2020_coronavirus_pandemic_in_Taiwan,3
Ih-Jen_Su,Category:2020_coronavirus_pandemic_in_Taiwan,3
Category:2020_coronavirus_pandemic_in_Taiwan_templates,Category:2020_coronavirus_pandemic_in_Taiwan,3
Template:COVID-19_pandemic_data/Taiwan_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Taiwan_templates,4
Category:2020_coronavirus_pandemic_in_Thailand,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Thailand_by_province,Category:2020_coronavirus_pandemic_in_Thailand,3
COVID-19_pandemic_in_Nonthaburi_Province,Category:2020_coronavirus_pandemic_in_Thailand_by_province,4
Category:2020_coronavirus_pandemic_in_Thailand_templates,Category:2020_coronavirus_pandemic_in_Thailand,3
Template:COVID-19_pandemic_data/Thailand_medical_cases,Category:2020_coronavirus_pandemic_in_Thailand_templates,4
Template:COVID-19_pandemic_data/Thailand_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Thailand_templates,4
Template:COVID-19_pandemic_data/Thailand_medical_cases_summary,Category:2020_coronavirus_pandemic_in_Thailand_templates,4
Category:2020_coronavirus_pandemic_in_Turkey,Category:2019–20_coronavirus_pandemic_in_Asia,2
Coronavirus_Scientific_Advisory_Board_(Turkey),Category:2020_coronavirus_pandemic_in_Turkey,3
Timeline_of_the_COVID-19_pandemic_in_Turkey,Category:2020_coronavirus_pandemic_in_Turkey,3
Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,Category:2020_coronavirus_pandemic_in_Turkey,3
Fevzi_Aksoy,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,4
Haydar_Baş,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,4
Ömer_Döngeloğlu,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,4
Feriha_Öz,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,4
Yusuf_Kenan_Sönmez,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,4
Ülkü_Azrak,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,4
Aytaç_Yalman,Category:Deaths_from_the_2020_coronavirus_pandemic_in_Turkey,4
Category:2020_coronavirus_pandemic_in_Turkey_templates,Category:2020_coronavirus_pandemic_in_Turkey,3
Template:COVID-19_pandemic_data/Turkey_medical_cases,Category:2020_coronavirus_pandemic_in_Turkey_templates,4
Template:COVID-19_pandemic_data/Turkey_medical_cases_by_province,Category:2020_coronavirus_pandemic_in_Turkey_templates,4
Template:COVID-19_pandemic_data/Turkey_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Turkey_templates,4
Category:2020_coronavirus_pandemic_in_the_United_Arab_Emirates,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_the_United_Arab_Emirates_templates,Category:2020_coronavirus_pandemic_in_the_United_Arab_Emirates,3
Template:COVID-19_pandemic_data/United_Arab_Emirates_medical_cases,Category:2020_coronavirus_pandemic_in_the_United_Arab_Emirates_templates,4
Template:COVID-19_pandemic_data/United_Arab_Emirates_medical_cases_chart,Category:2020_coronavirus_pandemic_in_the_United_Arab_Emirates_templates,4
Category:2020_coronavirus_pandemic_in_Vietnam,Category:2019–20_coronavirus_pandemic_in_Asia,2
Ghen_Cô_Vy,Category:2020_coronavirus_pandemic_in_Vietnam,3
Category:2020_coronavirus_pandemic_in_Vietnam_templates,Category:2020_coronavirus_pandemic_in_Vietnam,3
Template:COVID-19_pandemic_data/Vietnam_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Vietnam_templates,4
Template:COVID-19_pandemic_in_Vietnam_statistics_charts,Category:2020_coronavirus_pandemic_in_Vietnam_templates,4
Template:Details_of_first_250_COVID-19_confirmed_cases_in_Vietnam,Category:2020_coronavirus_pandemic_in_Vietnam_templates,4
Category:2020_coronavirus_pandemic_in_Yemen,Category:2019–20_coronavirus_pandemic_in_Asia,2
Category:2020_coronavirus_pandemic_in_Yemen_templates,Category:2020_coronavirus_pandemic_in_Yemen,3
Template:COVID-19_pandemic_data/Yemen_medical_cases_chart,Category:2020_coronavirus_pandemic_in_Yemen_templates,4
Category:2020_coronavirus_pandemic_in_Asia_templates,Category:2019–20_coronavirus_pandemic_in_Asia,2
Template:COVID-19_pandemic_data/North_Asia_medical_cases,Category:2020_coronavirus_pandemic_in_Asia_templates,3
Category:COVID-19_pandemic_in_Russia_templates,Category:2020_coronavirus_pandemic_in_Asia_templates,3
Template:COVID-19_pandemic_data/Russia_medical_cases,Category:COVID-19_pandemic_in_Russia_templates,4
Template:COVID-19_pandemic_data/Russia_medical_cases_chart,Category:COVID-19_pandemic_in_Russia_templates,4
Category:2020_coronavirus_pandemic_in_Europe,Category:2019–20_coronavirus_pandemic_by_continent,1
European_Union_response_to_the_COVID-19_pandemic,Category:2020_coronavirus_pandemic_in_Europe,2
Decentralized_Privacy-Preserving_Proximity_Tracing,Category:2020_coronavirus_pandemic_in_Europe,2
Pan-European_Privacy-Preserving_Proximity_Tracing,Category:2020_coronavirus_pandemic_in_Europe,2
PREPARE,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_the_Åland_Islands,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Albania,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Andorra,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Austria,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Belarus,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Belgium,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Bosnia_and_Herzegovina,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Bulgaria,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Croatia,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_the_Czech_Republic,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Denmark,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Estonia,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_the_Faroe_Islands,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Finland,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Germany,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Gibraltar,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Greece,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Guernsey,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Hungary,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Iceland,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_the_Republic_of_Ireland,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Italy,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Jersey,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Kosovo,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Latvia,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Liechtenstein,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Lithuania,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Luxembourg,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Malta,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Moldova,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Monaco,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_Montenegro,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_the_Netherlands,Category:2020_coronavirus_pandemic_in_Europe,2
COVID-19_pandemic_in_North_Macedonia,Category:2020_coronavirus_pandemic_in_Europe,2
